"acc","assay_type","bioproject","biosample_link","cANI","collection_date_sam","containment","geo_loc_name_country_calc","lat_lon","organism"
"SRR5963417","WGS","PRJNA396794","https://www.ncbi.nlm.nih.gov/biosample/SAMN07501324","0.9","NP","0.11","USA","[40.44,-79.99]","human gut metagenome"
"ERR3211896","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414541","0.98","2016-09-12","0.63","Denmark","NP","pig gut metagenome"
"ERR4682387","WGS","PRJEB40815","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428294","0.91","2017-11-23","0.14","Barbados","NP","wastewater metagenome"
"ERR2241955","WGS","PRJEB22062","https://www.ncbi.nlm.nih.gov/biosample/SAMEA104467458","0.92","NP","0.16","Bulgaria","NP","metagenome"
"SRR12101452","WGS","PRJNA641593","https://www.ncbi.nlm.nih.gov/biosample/SAMN15357180","0.91","2019-10-01","0.15","China","[39.145,121.44]","human gut metagenome"
"SRR17286609","WGS","PRJNA787952","https://www.ncbi.nlm.nih.gov/biosample/SAMN24247906","0.92","NP","0.17","USA","[42.337483,-71.105512]","human gut metagenome"
"ERR3211570","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414215","0.98","2016-10-03","0.7","Denmark","NP","wastewater metagenome"
"ERR3519526","WGS","PRJEB34410","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5953999","0.9","NP","0.11","United Kingdom","NP","wastewater metagenome"
"SRR14664933","OTHER","PRJNA731323","https://www.ncbi.nlm.nih.gov/biosample/SAMN19277176","0.9","2020-06-21","0.1","China","[30.01,103.03]","food fermentation metagenome"
"SRR7532886","WGS","PRJNA477424","https://www.ncbi.nlm.nih.gov/biosample/SAMN09641573","0.92","2016-09-14","0.19","China","""not applicable""","gut metagenome"
"ERR3211922","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414567","0.91","2016-09-12","0.15","Denmark","NP","pig gut metagenome"
"ERR4678572","WGS","PRJEB40798","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7426272","0.9","2018-12-05","0.11","Croatia","NP","wastewater metagenome"
"SRR22022330","OTHER","PRJNA849983","https://www.ncbi.nlm.nih.gov/biosample/SAMN29160356","0.9","2019-07-22","0.1","United Kingdom","[52.6237924,1.2243845]","food metagenome"
"SRR5106338","WGS","PRJNA356225","https://www.ncbi.nlm.nih.gov/biosample/SAMN06115520","0.91","2015-08-27","0.13","China","[29.35,106.33]","human gut metagenome"
"SRR4783471","WGS","PRJNA338184","https://www.ncbi.nlm.nih.gov/biosample/SAMN05545087","0.9","2014-06-04","0.11","USA","[39.28846263,-76.62594594]","human gut metagenome"
"SRR15166499","WGS","PRJNA747032","https://www.ncbi.nlm.nih.gov/biosample/SAMN20253033","0.98","NP","0.66","USA","""not applicable""","metagenome"
"ERR11042448","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820919","0.92","NP","0.17","NP","NP","unidentified"
"SRR18468199","OTHER","PRJNA648796","https://www.ncbi.nlm.nih.gov/biosample/SAMN26880303","0.9","2020-01-01","0.1","Hong Kong","[22.3,114.17]","human gut metagenome"
"SRR10692124","OTHER","PRJNA588513","https://www.ncbi.nlm.nih.gov/biosample/SAMN13246417","0.9","2017-08-29","0.11","China","[21.5,100.55]","human gut metagenome"
"ERR3211666","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414311","0.9","2016-08-15","0.12","Denmark","NP","wastewater metagenome"
"ERR8977394","WGS","PRJEB51229","https://www.ncbi.nlm.nih.gov/biosample/SAMEA13189723","0.91","2018-03-16","0.13","Malaysia","NP","wastewater metagenome"
"SRR23468755","WGS","PRJNA935104","https://www.ncbi.nlm.nih.gov/biosample/SAMN33297867","0.9","2022-07-12","0.11","China","NP","Pseudomonas fragi"
"SRR15307654","OTHER","PRJNA751055","https://www.ncbi.nlm.nih.gov/biosample/SAMN20504869","0.93","NP","0.2","USA","""Not applicable""","synthetic metagenome"
"SRR13503187","WGS","PRJNA693850","https://www.ncbi.nlm.nih.gov/biosample/SAMN17486330","0.9","2014-04-01","0.12","USA","[36.16,-86.78]","human gut metagenome"
"ERR10789776","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417389","0.9","NP","0.11","NP","NP","unidentified"
"ERR4682898","WGS","PRJEB40816","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428540","0.9","2018-06-05","0.1","China","NP","wastewater metagenome"
"SRR21104561","WGS","PRJNA870099","https://www.ncbi.nlm.nih.gov/biosample/SAMN30349844","0.99","NP","0.77","USA","[32.71,-117.16]","synthetic metagenome"
"SRR15633983","WGS","PRJNA755428","https://www.ncbi.nlm.nih.gov/biosample/SAMN20967565","0.9","2020-05-12","0.1","China","[23.6,113.15]","gut metagenome"
"SRR19888457","WGS","PRJNA853785","https://www.ncbi.nlm.nih.gov/biosample/SAMN29404522","0.9","2022-02-01","0.12","USA","[44.5872581,-72.26703815]","food fermentation metagenome"
"SRR22256696","WGS","PRJNA794347","https://www.ncbi.nlm.nih.gov/biosample/SAMN31582599","0.9","2020-11-01","0.11","USA","[39.134531,-76.891463]","freshwater metagenome"
"ERR7363239","WGS","PRJEB45799","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10739620","0.9","NP","0.11","NP","NP","human gut metagenome"
"ERR2592258","WGS","PRJEB13831","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4527630","0.9","2016-01-27","0.11","India","NP","wastewater metagenome"
"SRR15012072","WGS","PRJNA742838","https://www.ncbi.nlm.nih.gov/biosample/SAMN19980732","0.99","2020-04-16","0.8","Germany","[52.54,13.34]","synthetic metagenome"
"ERR4097172","WGS","PRJEB38036","https://www.ncbi.nlm.nih.gov/biosample/SAMEA6804857","0.99","NP","0.78","Denmark","NP","human gut metagenome"
"SRR17675445","WGS","PRJNA798393","https://www.ncbi.nlm.nih.gov/biosample/SAMN25067996","0.91","2019-12-04","0.12","USA","[35.78,-78.67]","fermentation metagenome"
"SRR11487942","WGS","PRJNA622674","https://www.ncbi.nlm.nih.gov/biosample/SAMN14524763","0.99","2018-03-25","0.76","United Kingdom","[51.6884,-0.2409]","synthetic metagenome"
"SRR21104554","WGS","PRJNA870099","https://www.ncbi.nlm.nih.gov/biosample/SAMN30349851","0.99","NP","0.77","USA","[32.71,-117.16]","synthetic metagenome"
"ERR8529542","WGS","PRJEB40903","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12936458","0.99","NP","0.77","USA","NP","synthetic metagenome"
"ERR8977346","WGS","PRJEB51229","https://www.ncbi.nlm.nih.gov/biosample/SAMEA13189675","0.91","2017-09-29","0.13","Greece","NP","wastewater metagenome"
"SRR11351759","WGS","PRJNA593850","https://www.ncbi.nlm.nih.gov/biosample/SAMN14384189","0.9","NP","0.1","Canada","[45.4215,-75.6972]","Salmonella enterica subsp. enterica serovar Typhimurium"
"SRR12917046","WGS","PRJNA672704","https://www.ncbi.nlm.nih.gov/biosample/SAMN16575660","0.9","2017-10-01","0.11","USA","[42.36,-71.058]","wastewater metagenome"
"SRR9313735","WGS","PRJNA531524","https://www.ncbi.nlm.nih.gov/biosample/SAMN12070968","0.93","2016-08-01","0.23","China","[24.50259,107.375541]","rice paddy metagenome"
"SRR24951322","WGS","PRJNA982679","https://www.ncbi.nlm.nih.gov/biosample/SAMN35711833","0.94","2022-05-10","0.3","Switzerland","[47.4939143,7.5216874]","Listeria ivanovii"
"SRR9264550","WGS","PRJNA543967","https://www.ncbi.nlm.nih.gov/biosample/SAMN12011483","0.91","NP","0.13","China","""missing""","human gut metagenome"
"SRR4425686","OTHER","PRJNA339554","https://www.ncbi.nlm.nih.gov/biosample/SAMN05597068","0.9","NP","0.11","USA","""not collected""","feces metagenome"
"ERR2607550","WGS","PRJEB27054","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4700871","0.91","2016-03-02","0.14","Tanzania","NP","wastewater metagenome"
"ERR3211655","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414300","0.97","2016-08-15","0.49","Denmark","NP","wastewater metagenome"
"ERR3211657","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414302","0.97","2016-08-15","0.54","Denmark","NP","wastewater metagenome"
"SRR24955818","WGS","PRJNA984925","https://www.ncbi.nlm.nih.gov/biosample/SAMN35784067","0.99","NP","0.76","USA","""not applicable""","bovine metagenome"
"ERR5321934","OTHER","PRJEB43026","https://www.ncbi.nlm.nih.gov/biosample/SAMEA8018759","1","NP","1","NP","NP","metagenome"
"ERR3211968","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414613","0.9","2016-04-11","0.12","Denmark","NP","pig gut metagenome"
"ERR4678585","WGS","PRJEB40798","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7426285","0.91","2018-11-27","0.15","Saudi Arabia","NP","wastewater metagenome"
"SRR6474916","OTHER","PRJNA429999","https://www.ncbi.nlm.nih.gov/biosample/SAMN08364945","0.92","2016-09-30","0.19","China","""not collected""","microbial mat metagenome"
"ERR2241880","WGS","PRJEB22062","https://www.ncbi.nlm.nih.gov/biosample/SAMEA104467383","0.93","NP","0.24","Poland","NP","metagenome"
"ERR7757516","WGS","PRJEB49260","https://www.ncbi.nlm.nih.gov/biosample/SAMEA11476515","0.91","2020-06-03","0.13","Saudi Arabia","NP","wastewater metagenome"
"SRR22464941","WGS","PRJNA906507","https://www.ncbi.nlm.nih.gov/biosample/SAMN31926779","1","2019-06-01","0.98","USA","[30.36,-96.23]","chicken gut metagenome"
"ERR8529538","WGS","PRJEB40903","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12936942","0.99","NP","0.77","USA","NP","synthetic metagenome"
"SRR12181033","WGS","PRJNA645015","https://www.ncbi.nlm.nih.gov/biosample/SAMN15488397","0.9","NP","0.11","China","[43.31,126.48]","insect gut metagenome"
"ERR2684378","WGS","PRJEB27653","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4778554","0.99","NP","0.89","NP","NP","Salmo salar"
"SRR15702472","WGS","PRJNA759733","https://www.ncbi.nlm.nih.gov/biosample/SAMN21193360","0.99","NP","0.77","Denmark","[55.67,12.57]","synthetic metagenome"
"SRR5058922","WGS","PRJNA321753","https://www.ncbi.nlm.nih.gov/biosample/SAMN05024043","0.99","2013-07-01","0.83","USA","""missing""","human gut metagenome"
"ERR589752","WGS","PRJEB6997","https://www.ncbi.nlm.nih.gov/biosample/SAMEA2737757","0.9","NP","0.1","China","NP","human gut metagenome"
"SRR6837581","WGS","PRJNA438174","https://www.ncbi.nlm.nih.gov/biosample/SAMN08707565","0.9","2017-08-02","0.1","Singapore","[1.39,103.911]","wastewater metagenome"
"ERR3211961","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414606","1","2016-04-11","0.97","Denmark","NP","pig gut metagenome"
"SRR21938289","OTHER","PRJNA841786","https://www.ncbi.nlm.nih.gov/biosample/SAMN31324823","0.91","2021-10-01","0.15","Hong Kong","[22.3,114.17]","metagenome"
"SRR21898748","WGS","PRJNA889771","https://www.ncbi.nlm.nih.gov/biosample/SAMN31253666","0.92","NP","0.17","USA","[40.4308,-79.9598]","human skin metagenome"
"SRR16329034","WGS","PRJNA763692","https://www.ncbi.nlm.nih.gov/biosample/SAMN22267768","0.9","2020-09-01","0.1","China","[40.48,111.41]","feces metagenome"
"SRR15306711","WGS","PRJNA750776","https://www.ncbi.nlm.nih.gov/biosample/SAMN20491973","0.9","2017-08-01","0.1","uncalculated","""missing""","plant metagenome"
"ERR3211676","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414321","0.97","2016-08-15","0.54","Denmark","NP","wastewater metagenome"
"ERR10789609","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417201","0.9","NP","0.12","NP","NP","unidentified"
"ERR10432682","WGS","PRJEB55711","https://www.ncbi.nlm.nih.gov/biosample/SAMEA111520309","0.97","NP","0.53","China","NP","human gut metagenome"
"SRR24480611","WGS","PRJNA970731","https://www.ncbi.nlm.nih.gov/biosample/SAMN35008363","1","2022-10-01","0.98","USA","[39.13940133,-77.21797101]","gut metagenome"
"ERR576943","WGS","PRJEB6941","https://www.ncbi.nlm.nih.gov/biosample/SAMEA2690947","0.98","NP","0.64","NP","NP","synthetic metagenome"
"ERR4796167","WGS","PRJEB26531","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7529581","0.9","NP","0.12","NP","NP","metagenome"
"ERR11010986","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821113","0.91","NP","0.14","NP","NP","unidentified"
"ERR10789534","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417550","0.91","NP","0.12","NP","NP","unidentified"
"ERR8977408","WGS","PRJEB51229","https://www.ncbi.nlm.nih.gov/biosample/SAMEA13189737","0.92","2018-07-30","0.16","Canada","NP","wastewater metagenome"
"SRR22462916","WGS","PRJNA902366","https://www.ncbi.nlm.nih.gov/biosample/SAMN31837153","0.99","2021-05-01","0.83","USA","[40.52,-74.48]","metagenome"
"ERR9707205","WGS","PRJEB47909","https://www.ncbi.nlm.nih.gov/biosample/SAMEA14367098","0.9","NP","0.1","NP","NP","human gut metagenome"
"ERR4657991","WGS","PRJEB40628","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7375378","0.9","NP","0.12","China","NP","gut metagenome"
"SRR8428175","WGS","PRJNA510445","https://www.ncbi.nlm.nih.gov/biosample/SAMN10722079","0.9","NP","0.11","NP","NP","human gut metagenome"
"ERR11172757","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821178","0.92","NP","0.16","NP","NP","unidentified"
"ERR8977345","WGS","PRJEB51229","https://www.ncbi.nlm.nih.gov/biosample/SAMEA13189674","0.91","2017-07-31","0.15","Greece","NP","wastewater metagenome"
"SRR12983672","OTHER","PRJNA674565","https://www.ncbi.nlm.nih.gov/biosample/SAMN16661422","0.92","2019-07-01","0.18","uncalculated","""missing""","aquatic metagenome"
"ERR10641120","WGS","PRJEB58111","https://www.ncbi.nlm.nih.gov/biosample/SAMEA112198258","0.9","NP","0.11","NP","NP","Synchytrium endobioticum"
"ERR7255742","WGS","PRJEB48692","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10644976","0.99","NP","0.86","NP","NP","metagenome"
"ERR2009478","WGS","PRJEB21168","https://www.ncbi.nlm.nih.gov/biosample/SAMEA104112282","0.91","NP","0.14","Denmark","NP","metagenome"
"SRR2097329","WGS","PRJNA289616","https://www.ncbi.nlm.nih.gov/biosample/SAMN03856240","0.9","2014-11-25","0.12","Spain","[42.025312,2.831897]","wastewater metagenome"
"SRR13060960","WGS","PRJNA678426","https://www.ncbi.nlm.nih.gov/biosample/SAMN16796231","0.91","NP","0.14","South Korea","[37.56,126.94]","human gut metagenome"
"ERR3593313","WGS","PRJEB34871","https://www.ncbi.nlm.nih.gov/biosample/SAMEA6085278","0.91","NP","0.14","Cambodia","NP","gut metagenome"
"SRR23513788","WGS","PRJNA936184","https://www.ncbi.nlm.nih.gov/biosample/SAMN33342969","0.9","2022-08-23","0.1","China","NP","Staphylococcus aureus"
"SRR4783496","WGS","PRJNA338184","https://www.ncbi.nlm.nih.gov/biosample/SAMN05545087","0.9","2014-06-04","0.11","USA","[39.28846263,-76.62594594]","human gut metagenome"
"ERR10789822","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417434","0.91","NP","0.14","NP","NP","unidentified"
"SRR2221865","WGS","PRJNA217052","https://www.ncbi.nlm.nih.gov/biosample/SAMN02334206","0.91","NP","0.15","NP","NP","gut metagenome"
"SRR12234979","WGS","PRJNA643353","https://www.ncbi.nlm.nih.gov/biosample/SAMN15422256","0.9","NP","0.11","China","[31.23,121.47]","human gut metagenome"
"SRR24480610","WGS","PRJNA970731","https://www.ncbi.nlm.nih.gov/biosample/SAMN35008364","0.99","2022-10-01","0.9","USA","[39.13940133,-77.21797101]","gut metagenome"
"SRR12284462","RNA-Seq","PRJNA647721","https://www.ncbi.nlm.nih.gov/biosample/SAMN15596998","0.96","2018-03-16","0.47","USA","[38.97,-76.93]","seed metagenome"
"ERR8609845","OTHER","PRJEB49334","https://www.ncbi.nlm.nih.gov/biosample/SAMEA13000040","0.9","NP","0.11","NP","NP","metagenome"
"SRR12983684","OTHER","PRJNA674565","https://www.ncbi.nlm.nih.gov/biosample/SAMN16661411","0.94","2019-07-01","0.25","uncalculated","""missing""","aquatic metagenome"
"ERR7015395","WGS","PRJEB47975","https://www.ncbi.nlm.nih.gov/biosample/SAMEA9993132","0.9","2020-01-20","0.12","Finland","NP","metagenome"
"SRR10132661","WGS","PRJNA418866","https://www.ncbi.nlm.nih.gov/biosample/SAMN12773020","0.94","2019-03-15","0.26","China","[39.90528,116.54]","freshwater metagenome"
"SRR11412765","WGS","PRJNA613947","https://www.ncbi.nlm.nih.gov/biosample/SAMN14445741","0.91","NP","0.14","China","[31.8,121.66]","gut metagenome"
"ERR11172929","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821825","0.92","NP","0.17","NP","NP","unidentified"
"SRR11351747","WGS","PRJNA593850","https://www.ncbi.nlm.nih.gov/biosample/SAMN14384200","1","NP","0.98","Canada","[45.4215,-75.6972]","Salmonella enterica subsp. enterica serovar Typhimurium"
"SRR12937392","WGS","PRJNA673184","https://www.ncbi.nlm.nih.gov/biosample/SAMN16591213","0.99","2020-08-27","0.76","USA","[37.883611,-87.053056]","Salmonella enterica"
"ERR3503309","WGS","PRJEB13833","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5927916","0.91","2014-07-16","0.13","Kenya","NP","metagenome"
"SRR8289456","WGS","PRJNA507824","https://www.ncbi.nlm.nih.gov/biosample/SAMN10508882","0.91","NP","0.13","USA","NP","blood metagenome"
"SRR15209229","WGS","PRJNA747761","https://www.ncbi.nlm.nih.gov/biosample/SAMN20292923","0.9","2017-03-06","0.12","Mozambique","[-25.943357,32.573694]","human gut metagenome"
"ERR1713354","WGS","PRJEB13831","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4527622","0.9","2016-02-10","0.12","Spain","NP","wastewater metagenome"
"ERR4682807","WGS","PRJEB40816","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428449","0.91","2018-06-29","0.12","United Kingdom","NP","wastewater metagenome"
"ERR8529543","WGS","PRJEB40903","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12936459","0.99","NP","0.77","USA","NP","synthetic metagenome"
"ERR3153842","WGS","PRJEB30611","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5335616","0.9","NP","0.11","China","NP","human gut metagenome"
"SRR15520820","WGS","PRJNA755324","https://www.ncbi.nlm.nih.gov/biosample/SAMN20850376","0.9","2018-02-16","0.1","USA","[39.2904,-76.6122]","metagenome"
"ERR7255689","WGS","PRJEB48692","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10644975","0.99","NP","0.79","NP","NP","metagenome"
"SRR6231211","WGS","PRJNA415974","https://www.ncbi.nlm.nih.gov/biosample/SAMN07839244","0.9","2016-03-31","0.11","USA","[35.335441,-80.697568]","wastewater metagenome"
"SRR4426305","WGS","PRJNA347599","https://www.ncbi.nlm.nih.gov/biosample/SAMN05893363","0.9","2015-07-30","0.11","China","""not applicable""","chicken gut metagenome"
"ERR4097207","WGS","PRJEB38036","https://www.ncbi.nlm.nih.gov/biosample/SAMEA6804947","0.99","NP","0.77","Denmark","NP","human gut metagenome"
"SRR10739574","WGS","PRJNA637175","https://www.ncbi.nlm.nih.gov/biosample/SAMN13632795","0.9","NP","0.11","Thailand","[13.45,100.31]","human gut metagenome"
"SRR24079954","WGS","PRJNA952520","https://www.ncbi.nlm.nih.gov/biosample/SAMN34080666","0.99","2017-08-01","0.77","Mexico","[19.2452,-103.7241]","metagenome"
"SRR5570996","WGS","PRJNA385831","https://www.ncbi.nlm.nih.gov/biosample/SAMN07135122","0.9","2015-07-14","0.12","USA","[44.0823076,-87.6579573]","wastewater metagenome"
"SRR18079129","RNA-Seq","PRJNA808675","https://www.ncbi.nlm.nih.gov/biosample/SAMN26101068","1","2019-02-14","0.9","China","[44.007,125.42]","gut metagenome"
"ERR3563060","WGS","PRJEB34633","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5982333","0.9","2017-09-20","0.1","Denmark","NP","wastewater metagenome"
"ERR7365773","WGS","PRJEB45799","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10739737","0.9","NP","0.11","NP","NP","human gut metagenome"
"ERR7017863","WGS","PRJEB21259","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10256236","0.94","NP","0.25","NP","NP","metagenome"
"ERR6997664","WGS","PRJEB32762","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10316112","0.99","NP","0.75","USA","NP","human gut metagenome"
"SRR19109062","WGS","PRJNA835516","https://www.ncbi.nlm.nih.gov/biosample/SAMN28104649","0.9","NP","0.1","China","[38.914,121.6147]","gut metagenome"
"SRR2329878","WGS","PRJNA293646","https://www.ncbi.nlm.nih.gov/biosample/SAMN04009141","0.9","2014-06-01","0.1","China","[39.9,116.3]","bovine gut metagenome"
"ERR7017853","WGS","PRJEB21259","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10256225","0.96","NP","0.47","NP","NP","metagenome"
"ERR2607540","WGS","PRJEB27054","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4700861","0.9","2016-02-02","0.12","Sweden","NP","wastewater metagenome"
"ERR11010966","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820889","0.91","NP","0.13","NP","NP","unidentified"
"ERR4682830","WGS","PRJEB40816","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428472","0.91","2018-06-26","0.12","Canada","NP","wastewater metagenome"
"SRR22243220","WGA","PRJNA898678","https://www.ncbi.nlm.nih.gov/biosample/SAMN31620521","0.9","2022-10-01","0.1","China","[23.16,113.35]","pig gut metagenome"
"ERR10686715","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10633454","0.9","NP","0.12","NP","NP","unidentified"
"SRR14099308","POOLCLONE","PRJNA680829","https://www.ncbi.nlm.nih.gov/biosample/SAMN16925175","0.92","NP","0.16","uncalculated","""missing""","human gut metagenome"
"SRR19443812","WGS","PRJNA841427","https://www.ncbi.nlm.nih.gov/biosample/SAMN28593728","0.98","NP","0.67","Taiwan","[23.58,120.58]","synthetic metagenome"
"ERR3310232","WGS","PRJEB32444","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5594468","0.99","NP","0.74","South Korea","NP","metagenome"
"ERR3211711","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414356","0.99","2016-10-03","0.78","Denmark","NP","wastewater metagenome"
"ERR11010912","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820451","0.9","NP","0.11","NP","NP","unidentified"
"ERR7528776","WGS","PRJEB48897","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10833563","0.9","NP","0.1","Denmark","NP","metagenome"
"SRR24540930","WGS","PRJNA948024","https://www.ncbi.nlm.nih.gov/biosample/SAMN33900258","0.91","2018-06-01","0.13","USA","""not collected""","insect metagenome"
"SRR9670935","WGS","PRJNA524703","https://www.ncbi.nlm.nih.gov/biosample/SAMN11031421","0.9","2015-11-15","0.1","USA","[39.57,-75.13]","human gut metagenome"
"SRR5676470","WGS","PRJNA388734","https://www.ncbi.nlm.nih.gov/biosample/SAMN07190885","0.9","2016-03-17","0.11","Hong Kong","[22.4,114.21]","wastewater metagenome"
"SRR22464932","WGS","PRJNA906507","https://www.ncbi.nlm.nih.gov/biosample/SAMN31926745","0.94","2019-06-01","0.26","USA","[30.36,-96.23]","chicken gut metagenome"
"ERR5917349","OTHER","PRJEB44907","https://www.ncbi.nlm.nih.gov/biosample/SAMEA8740518","0.91","2016-12-29","0.13","China","NP","human gut metagenome"
"ERR3722014","WGS","PRJEB35738","https://www.ncbi.nlm.nih.gov/biosample/SAMEA6377492","0.9","2018-09-05","0.11","South Korea","NP","human gut metagenome"
"ERR10750270","WGS","PRJEB58441","https://www.ncbi.nlm.nih.gov/biosample/SAMEA112254606","0.96","NP","0.46","Tanzania","NP","feces metagenome"
"SRR8289132","WGS","PRJNA507824","https://www.ncbi.nlm.nih.gov/biosample/SAMN10508882","0.93","NP","0.23","USA","NP","blood metagenome"
"SRR20814927","WGS","PRJNA862908","https://www.ncbi.nlm.nih.gov/biosample/SAMN29999527","1","NP","0.97","USA","[44.3148,-85.6024]","human gut metagenome"
"ERR11042493","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417238","0.9","NP","0.12","NP","NP","unidentified"
"ERR3325125","WGS","PRJEB31019","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5282582","0.98","NP","0.68","NP","NP","synthetic metagenome"
"SRR7867081","WGS","PRJNA491522","https://www.ncbi.nlm.nih.gov/biosample/SAMN10080142","0.95","2016-08-18","0.34","USA","[43.0757,-89.4122]","human gut metagenome"
"SRR7532969","WGS","PRJNA477424","https://www.ncbi.nlm.nih.gov/biosample/SAMN09641522","0.91","2017-06-15","0.13","China","""not applicable""","gut metagenome"
"SRR12762317","WGA","PRJNA666519","https://www.ncbi.nlm.nih.gov/biosample/SAMN16295570","0.91","2018-06-16","0.15","Poland","[53.47,20.3]","wastewater metagenome"
"ERR1190777","WGS","PRJEB12123","https://www.ncbi.nlm.nih.gov/biosample/SAMEA3708703","0.91","NP","0.14","China","NP","human gut metagenome"
"SRR7877884","WGS","PRJNA490743","https://www.ncbi.nlm.nih.gov/biosample/SAMN10057129","0.99","2017-04-01","0.78","USA","[37.87,-122.25]","freshwater metagenome"
"SRR18609916","WGS","PRJNA823379","https://www.ncbi.nlm.nih.gov/biosample/SAMN27297465","0.91","2021-06-01","0.13","Philippines","[14.430278,121.045]","freshwater metagenome"
"SRR21898923","WGS","PRJNA890321","https://www.ncbi.nlm.nih.gov/biosample/SAMN31276312","0.9","2021-02-01","0.12","China","[34.789297,111.155102]","metagenome"
"SRR10692433","OTHER","PRJNA588513","https://www.ncbi.nlm.nih.gov/biosample/SAMN13246208","0.9","2017-02-01","0.12","China","[25.02,102.41]","human gut metagenome"
"SRR8865598","WGS","PRJNA531273","https://www.ncbi.nlm.nih.gov/biosample/SAMN11355250","0.9","2016-11-21","0.12","India","[10.52,76.21]","human gut metagenome"
"ERR9723912","WGS","PRJEB52722","https://www.ncbi.nlm.nih.gov/biosample/SAMEA14369865","1","NP","0.97","NP","NP","metagenome"
"SRR24951316","WGS","PRJNA982679","https://www.ncbi.nlm.nih.gov/biosample/SAMN35711788","0.93","2022-07-20","0.2","Switzerland","[47.4939143,7.5216874]","Salmonella enterica"
"SRR14739126","Targeted-Capture","PRJNA735263","https://www.ncbi.nlm.nih.gov/biosample/SAMN19573730","0.91","NP","0.12","Canada","""not applicable""","food metagenome"
"ERR1543546","WGS","PRJEB14814","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4349719","0.96","NP","0.47","Denmark","NP","metagenome"
"ERR3503314","WGS","PRJEB13833","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5927921","0.96","2014-08-04","0.47","Kenya","NP","metagenome"
"ERR11042106","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821076","0.91","NP","0.13","NP","NP","unidentified"
"ERR11042197","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821759","0.92","NP","0.16","NP","NP","unidentified"
